Donchian,VolThresh,StopMult,TPMult,NetReturn,MaxDrawdown,Sharpe
30,1.2,1.5,4.0,0.029040228123053204,-0.12532653542550237,0.15655237938744535
40,0.8,2.0,6.0,0.012512506316955115,-0.3029405991450255,0.14010692365683713
20,1.0,1.5,4.0,0.019017302266137813,-0.22261937523062086,0.1375504933860984
30,0.8,2.0,10.0,-0.00011329144906503643,-0.33849072359095006,0.13733115483450004
30,1.0,2.0,10.0,0.012373875263433,-0.2783251113330272,0.13724072605752424
10,1.5,2.5,8.0,0.0212962100570403,-0.07833248373875959,0.13464694900965202
20,0.8,1.5,10.0,0.0020147251139649596,-0.28365712215539135,0.13051768170469297
10,1.2,3.0,10.0,0.007282242106859485,-0.3224634983988643,0.12739570499445993
20,1.5,2.5,8.0,0.018542536524964636,-0.07920438518662032,0.12390533628861956
30,1.5,2.5,8.0,0.018542536524964636,-0.07920438518662032,0.12390533628861956
40,1.5,2.5,8.0,0.018542536524964636,-0.07920438518662032,0.12390533628861956
40,1.2,1.5,10.0,0.018981949520176022,-0.13742562700871952,0.12321847282512542
10,0.8,1.5,8.0,-0.041661238184748255,-0.35398218314655,0.12277200750939331
40,0.8,2.0,8.0,0.00017226883981184073,-0.29347615254652176,0.12126019548265425
30,0.8,2.0,8.0,-0.007778381013995386,-0.3482564746919637,0.12037209577240794
30,1.0,1.5,10.0,0.009567824094585013,-0.26632741246446306,0.11676028081543102
40,1.2,1.5,6.0,0.016191213249129578,-0.13694240507579494,0.11414051774670221
40,1.2,2.5,8.0,0.008085840238749187,-0.19290504040167444,0.10420010549722646
40,1.2,1.5,8.0,0.007599887163132553,-0.13259952921458562,0.0896046045293381
30,1.0,2.0,4.0,-0.008572136438990675,-0.27882485041901994,0.08666623967599024
10,1.0,1.5,6.0,-0.020647103851537577,-0.30077034955182996,0.08659928870448709
10,1.0,1.5,10.0,-0.02922115414177224,-0.2862831951176473,0.07730524422182984
40,1.2,2.5,6.0,-0.0036719900644471637,-0.1787692645973912,0.07314128905178849
